HP:0000001	All
HP:0000774	Synonym('Reduced anterior-posterior chest diameter', scope='EXACT')
HP:0000774	Synonym('Low chest circumference', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000775	Abnormality of the diaphragm
HP:0000775	Synonym('Abnormality of the diaphragm', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000775	Synonym('Diaphragm issues', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000775	Synonym('Diaphragmatic defect', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000776	Congenital diaphragmatic hernia
HP:0000776	Synonym('Diaphragmatic hernia', scope='EXACT')
HP:0000777	Abnormal thymus morphology
HP:0000777	Synonym('Abnormality of the thymus', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000778	Hypoplasia of the thymus
HP:0000778	Synonym('Thymic hypoplasia', scope='EXACT')
HP:0000778	Synonym('Thymus hypoplasia', scope='EXACT')
HP:0000778	Synonym('Small thymus', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0000782	Abnormal scapula morphology
HP:0000782	Synonym('Abnormality of the shoulder blade', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0000786	Primary amenorrhea
HP:0000787	Nephrolithiasis
HP:0000787	Synonym('Renal calculi', scope='EXACT')
HP:0000787	Synonym('Kidney stones', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000787	Synonym('Renal stones', scope='EXACT')
HP:0000789	Infertility
HP:0000789	Synonym('Infertility', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000790	Hematuria
HP:0000790	Synonym('Blood in urine', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0000790	Synonym('High urine occult blood', scope='BROAD', type=SynonymType('layperson', 'layperson term'))
HP:0000791	Uric acid nephrolithiasis
HP:0000791	Synonym('Uric acid urolithiasis', scope='EXACT')
HP:0000791	Synonym('Uric acid stones', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000793	Membranoproliferative glomerulonephritis
HP:0000793	Synonym('MPGN', scope='EXACT', type=SynonymType('abbreviation', 'abbreviation'))
HP:0000793	Synonym('Mesangiocapillary glomerulonephritis', scope='EXACT')
HP:0000794	IgA deposition in the glomerulus
HP:0000794	Synonym('IgA nephropathy', scope='RELATED')
HP:0000795	Abnormality of the urethra
HP:0000795	Synonym('Urethra issue', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000796	Urethral obstruction
HP:0000798	Oligozoospermia
HP:0000798	Synonym('Low sperm count', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0000798	Synonym('Oligospermia', scope='EXACT')
HP:0000799	Renal steatosis
HP:0000799	Synonym('Fatty kidney', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000800	Cystic renal dysplasia
HP:0000800	Synonym('Renal cystic dysplasia', scope='EXACT')
HP:0000800	Synonym('Renal dysplasia, cystic', scope='EXACT')
HP:0000800	Synonym('Bilateral cystic dysplasia', scope='EXACT')
HP:0000802	Impotence
HP:0000802	Synonym('Difficulty getting an erection', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000802	Synonym('Difficulty getting a full erection', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000803	Renal cortical cysts
HP:0000803	Synonym('Cortical cysts', scope='EXACT')
HP:0000804	Xanthine nephrolithiasis
HP:0000804	Synonym('Xanthine stones', scope='EXACT')
HP:0000804	Synonym('Urinary xanthine stones', scope='EXACT')
HP:0000805	Enuresis
HP:0000807	Glandular hypospadias
HP:0000808	Penoscrotal hypospadias
HP:0000809	Urinary tract atresia
HP:0000811	Abnormal external genitalia morphology
HP:0000811	Synonym('Abnormal external genitalia', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000812	Abnormal internal genitalia
HP:0000812	Synonym('Abnormal internal genitalia', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000813	Bicornuate uterus
HP:0000813	Synonym('Uterus bicornis', scope='EXACT')
HP:0000813	Synonym('Heart shaped uterus', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0000813	Synonym('Heart-shaped uterus', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0000815	Hypergonadotropic hypogonadism
HP:0000815	Synonym('Primary hypogonadism', scope='EXACT')
HP:0000815	Synonym('Hypergonadotrophic hypogonadism', scope='EXACT')
HP:0000816	Abnormality of Krebs cycle metabolism
HP:0000816	Synonym('Abnormality of citric acid cycle', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0002-0736-9199')})
HP:0000816	Synonym('Abnormality of the tricarboxylic cycle', scope='EXACT')
HP:0000817	Reduced eye contact
HP:0000817	Synonym('Poor eye contact', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6670-9157'), Xref('https://orcid.org/0000-0002-9593-5508'), Xref('https://orcid.org/0000-0002-4142-7153'), Xref('https://orcid.org/0000-0001-9112-5148')})
HP:0000818	Abnormality of the endocrine system
HP:0000818	Synonym('Endocrine system disease', scope='RELATED')
HP:0000819	Diabetes mellitus
HP:0000820	Abnormality of the thyroid gland
HP:0000820	Synonym('Thyroid abnormality', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000820	Synonym('Abnormality of the thyroid gland', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000820	Synonym('Thyroid disease', scope='RELATED', type=SynonymType('layperson', 'layperson term'))
HP:0000821	Hypothyroidism
HP:0000821	Synonym('Underactive thyroid', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0000821	Synonym('Low T4', scope='EXACT')
HP:0000822	Hypertension
HP:0000822	Synonym('High blood pressure', scope='RELATED', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0000822	Synonym('Arterial hypertension', scope='EXACT')
HP:0000822	Synonym('Systemic hypertension', scope='EXACT')
HP:0000823	Delayed puberty
HP:0000823	Synonym('Delayed pubertal development', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000823	Synonym('Delayed pubertal growth', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000823	Synonym('Pubertal delay', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-5316-1399')})
HP:0000823	Synonym('Delayed puberty', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000824	Decreased response to growth hormone stimulation test
HP:0000825	Hyperinsulinemic hypoglycemia
HP:0000825	Synonym('Hyperinsulinaemic hypoglycaemia', scope='EXACT')
HP:0000825	Synonym('Hyperinsulinemia hypoglycemia', scope='EXACT')
HP:0000826	Precocious puberty
HP:0000826	Synonym('Early puberty', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000826	Synonym('Early onset of puberty', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0000828	Abnormality of the parathyroid gland
HP:0000828	Synonym('Parathyroid disease', scope='RELATED')
HP:0000829	Hypoparathyroidism
HP:0000829	Synonym('Decreased parathyroid hormone secretion', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0000829	Synonym('Low parathyroid hormone', scope='EXACT')
HP:0000830	Anterior hypopituitarism
HP:0000831	Insulin-resistant diabetes mellitus
HP:0000831	Synonym('Insulin resistant diabetes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000831	Synonym('Insulin resistant diabetes mellitus', scope='EXACT')
HP:0000831	Synonym('Insulin-resistant diabetes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000832	Primary hypothyroidism
HP:0000833	obsolete Glucose intolerance
HP:0000834	Abnormality of the adrenal glands
HP:0000834	Synonym('Adrenal abnormalities', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000834	Synonym('Adrenal gland disease', scope='RELATED', type=SynonymType('layperson', 'layperson term'))
HP:0000835	Adrenal hypoplasia
HP:0000835	Synonym('Underdeveloped adrenal glands', scope='EXACT')
HP:0000835	Synonym('Adrenal gland hypoplasia', scope='EXACT')
HP:0000835	Synonym('Hypoplastic adrenal glands', scope='EXACT')
HP:0000835	Synonym('Small adrenal glands', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000836	Hyperthyroidism
HP:0000836	Synonym('Overactive thyroid', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432'), Xref('http://www.mayoclinic.org/diseases-conditions/hyperthyroidism/basics/definition/con-20020986')})
HP:0000837	Increased circulating gonadotropin level
HP:0000837	Synonym('Gonadotropin excess', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000837	Synonym('Elevated gonadotropins', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000837	Synonym('Elevated serum gonadotropins', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000837	Synonym('Increased circulating gonadotropin level', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000839	Pituitary dwarfism
HP:0000840	Adrenogenital syndrome
HP:0000841	Hyperactive renin-angiotensin system
HP:0000841	Synonym('Increased plasma renin activity', scope='RELATED', xrefs={Xref('https://orcid.org/0000-0002-5316-1399')})
HP:0000842	Hyperinsulinemia
HP:0000842	Synonym('Elevated insulin level', scope='EXACT')
HP:0000843	Hyperparathyroidism
HP:0000843	Synonym('Elevated blood parathyroid hormone level', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0000845	Elevated circulating growth hormone concentration
HP:0000845	Synonym('Elevated circulating somatotropin concentration', scope='EXACT')
HP:0000845	Synonym('Growth hormone excess', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000845	Synonym('Somatotropin excess', scope='EXACT')
HP:0000846	Adrenal insufficiency
HP:0000846	Synonym('Hypoadrenalism', scope='EXACT')
HP:0000847	Abnormality of renin-angiotensin system
HP:0000847	Synonym('Abnormality of the renin-aldosterone axis', scope='EXACT')
HP:0000848	Increased circulating renin concentration
HP:0000848	Synonym('Increased circulating renin level', scope='EXACT')
HP:0000848	Synonym('Increased serum renin', scope='EXACT')
HP:0000848	Synonym('Hyperreninemia', scope='EXACT')
HP:0000848	Synonym('Elevated plasma renin', scope='EXACT')
HP:0000848	Synonym('Elevated blood renin level', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0000848	Synonym('Increased plasma renin', scope='EXACT')
HP:0000849	Adrenocortical abnormality
HP:0000851	Congenital hypothyroidism
HP:0000851	Synonym('Hypothyroidism, congenital', scope='EXACT')
HP:0000851	Synonym('Underactive thyroid gland from birth', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0000852	Pseudohypoparathyroidism
HP:0000853	Goiter
HP:0000853	Synonym('Goitre', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0000853	Synonym('Thyroid goiter', scope='EXACT')
HP:0000853	Synonym('Enlarged thyroid gland in neck', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0000853	Synonym('Thyroid goitre', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0000854	Thyroid adenoma
HP:0000855	Insulin resistance
HP:0000855	Synonym('Body fails to respond to insulin', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0000857	Neonatal insulin-dependent diabetes mellitus
HP:0000858	Irregular menstruation
HP:0000858	Synonym('Irregular menses', scope='EXACT')
HP:0000858	Synonym('Irregular periods', scope='EXACT')
HP:0000858	Synonym('Menstrual irregularities', scope='EXACT')
HP:0000858	Synonym('Menstrual irregularity', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000859	Increased circulating aldosterone concentration
HP:0000859	Synonym('Increased aldosterone', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000859	Synonym('Mineralocorticoid excess', scope='EXACT')
HP:0000859	Synonym('Increased aldosterone production', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000859	Synonym('Hyperaldosteronism', scope='RELATED')
HP:0000859	Synonym('Elevated plasma aldosterone', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000860	Parathyroid hypoplasia
HP:0000860	Synonym('Small parathyroid glands', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0000860	Synonym('Underdeveloped parathyroid glands', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0000863	Central diabetes insipidus
HP:0000863	Synonym('Neurohypophyseal diabetes insipidus', scope='EXACT')
HP:0000864	Abnormality of the hypothalamus-pituitary axis
HP:0000866	Euthyroid multinodular goiter
HP:0000866	Synonym('Euthyroid multinodular goitre', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0000867	Secondary hyperparathyroidism
HP:0000868	Decreased fertility in females
HP:0000868	Synonym('Decreased fertility in females', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000868	Synonym('Reduced fertility in females', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000869	Secondary amenorrhea
HP:0000869	Synonym('Previous menstrual periods stop', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0000870	Increased circulating prolactin concentration
HP:0000870	Synonym('Hyperprolactinemia', scope='EXACT')
HP:0000870	Synonym('Hyperprolactinaemia', scope='EXACT')
HP:0000870	Synonym('Prolactin excess', scope='EXACT')
HP:0000871	Panhypopituitarism
HP:0000872	Hashimoto thyroiditis
HP:0000872	Synonym('Chronic lymphocytic thyroiditis', scope='EXACT')
HP:0000872	Synonym("Hashimoto's thyroiditis", scope='EXACT')
HP:0000873	Diabetes insipidus
HP:0000875	Episodic hypertension
HP:0000875	Synonym('Intermittent high blood pressure', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-6908-9849')})
HP:0000876	Oligomenorrhea
HP:0000876	Synonym('Light or infrequent menstrual periods', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0000877	Insulin-resistant diabetes mellitus at puberty
HP:0000877	Synonym('Insulin-resistant diabetes mellitus at puberty', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000878	11 pairs of ribs
HP:0000878	Synonym('11 pairs of ribs', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000879	Short sternum
HP:0000879	Synonym('Hypoplastic sternum', scope='RELATED')
HP:0000879	Synonym('Short sternum', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000882	Hypoplastic scapulae
HP:0000882	Synonym('Hypoplastic scapula', scope='EXACT')
HP:0000882	Synonym('Scapular hypoplasia', scope='EXACT')
HP:0000882	Synonym('Small scapula', scope='EXACT')
HP:0000882	Synonym('Small shoulder blade', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0000882	Synonym('Short scapulae', scope='EXACT')
HP:0000882	Synonym('Small scapulae', scope='EXACT')
HP:0000883	Thin ribs
HP:0000883	Synonym('Thin ribs', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000883	Synonym('Slender ribs', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000884	Prominent sternum
HP:0000884	Synonym('Prominent sternum', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000884	Synonym('Sternal protrusion', scope='EXACT')
HP:0000885	Broad ribs
HP:0000885	Synonym('Broad ribs', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000885	Synonym('Wide ribs', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000886	Deformed rib cage
HP:0000886	Synonym('Deformed rib cage', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0000887	Cupped ribs
HP:0000887	Synonym('Rib flaring', scope='RELATED', type=SynonymType('layperson', 'layperson term'))
