,MIM Number,Preferred Title,symbol
401,109535,CD40 ANTIGEN, CD40
402,109540,B-CELL GROWTH FACTOR, BCGF
403,109543,"LEUKEMIA, CHRONIC LYMPHOCYTIC, SUSCEPTIBILITY TO, 2",
404,109545,"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 17", TNFRSF17
405,109560,BCL3 TRANSCRIPTION COACTIVATOR, BCL3
406,109565,BCL6 TRANSCRIPTION REPRESSOR, BCL6
407,109580,B-CELL ANTIPROLIFERATION FACTOR 1, BTG1
408,109600,BEETURIA,
409,109610,"TRANSLOCATOR PROTEIN, 18-KD", TSPO
410,109630,BETA-1-ADRENERGIC RECEPTOR, ADRB1
411,109635,G PROTEIN-COUPLED RECEPTOR KINASE 2, GRK2
412,109636,BETA-ADRENERGIC RECEPTOR KINASE 2, ADRBK2
413,109640,BETA-GLYCEROL PHOSPHATASE, GPB
414,109650,BEHCET SYNDROME,
415,109660,"BETA-AMINO ACIDS, RENAL TRANSPORT OF", AABT
416,109670,"BETA-ADRENERGIC STIMULATION, RESPONSE TO", BAS
417,109675,"ST6 BETA-GALACTOSAMIDE ALPHA-2,6-SIALYLTRANSFERASE 1", ST6GAL1
418,109684,17-BETA-HYDROXYSTEROID DEHYDROGENASE I, HSD17B1
419,109685,17-BETA-HYDROXYSTEROID DEHYDROGENASE II, HSD17B2
420,109690,BETA-2-ADRENERGIC RECEPTOR, ADRB2
421,109691,BETA-3-ADRENERGIC RECEPTOR, ADRB3
422,109700,BETA-2-MICROGLOBULIN, B2M
423,109710,BETA-2-MICROGLOBULIN REGULATOR, B2MR
424,109715,3-BETA-HYDROXYSTEROID DEHYDROGENASE 1, HSD3B1
425,109720,"BILIARY CIRRHOSIS, PRIMARY, 1", PBC1
426,109730,AORTIC VALVE DISEASE 1, AOVD1
427,109740,"BIFID NOSE, AUTOSOMAL DOMINANT",
428,109750,BILIVERDIN REDUCTASE A, BLVRA
429,109760,5-HYDROXYTRYPTAMINE RECEPTOR 1A, HTR1A
430,109770,CEA CELL ADHESION MOLECULE 1, CEACAM1
431,109780,BKM DNA,
432,109800,BLADDER CANCER,
433,109820,BLADDER DIVERTICULUM,
434,109900,BLEPHAROCHALASIS AND DOUBLE LIP,
435,110000,"BLEPHAROCHALASIS, SUPERIOR",
436,110050,BLEPHARONASOFACIAL MALFORMATION SYNDROME,
437,110100,"BLEPHAROPHIMOSIS, PTOSIS, AND EPICANTHUS INVERSUS", BPES
438,110150,"BLEPHAROPTOSIS, MYOPIA, AND ECTOPIA LENTIS",
439,110250,BLOOD GROUP--ABO SUPPRESSOR,
440,110300,ABO GLYCOSYLTRANSFERASE, ABO
441,110310,"BLOOD GROUP--ABH ANTIGEN, TYPE 2",
442,110350,BLOOD GROUP--AHONEN, AN
443,110450,"BLOOD GROUP, COLTON SYSTEM", CO
444,110500,"BLOOD GROUP, DIEGO SYSTEM", DI
445,110600,ADP-RIBOSYLTRANSFERASE 4, ART4
446,110700,"BLOOD GROUP, DUFFY SYSTEM", FY
447,110720,BLOOD GROUP--En,
448,110750,GLYCOPHORIN C, GYPC
449,110800,"BLOOD GROUP, I SYSTEM", Ii
450,110900,BLOOD GROUP--KELL SYSTEM, KEL
451,111000,"BLOOD GROUP, KIDD SYSTEM", JK
452,111100,FUCOSYLTRANSFERASE 3, FUT3
453,111130,BLOOD GROUP--LKE, LKE
454,111150,BLOOD GROUP--LUTHERAN INHIBITOR, INLU
455,111200,BLOOD GROUP--LUTHERAN SYSTEM, LU
456,111250,"BLOOD GROUP SYSTEM, LANDSTEINER-WIENER", LW
457,111300,"BLOOD GROUP, MN", MN
458,111360,BLOOD GROUP--NEWFOUNDLAND, NFLD
459,111380,BLOOD GROUP--OK, OK
460,111400,"BLOOD GROUP, P1PK SYSTEM",
461,111410,"BLOOD GROUP, P1PK SYSTEM",
462,111500,BLOOD GROUP--PRIVATE SYSTEMS,
463,111600,"BLOOD GROUP, LANGEREIS SYSTEM", LAN
464,111620,RADIN BLOOD GROUP ANTIGEN, RD
465,111680,"RHESUS BLOOD GROUP, D ANTIGEN", RHD
466,111690,"BLOOD GROUP, RH SYSTEM",
467,111700,"RHESUS BLOOD GROUP, CcEe ANTIGENS", RHCE
468,111730,"BETA-1,4-N-ACETYL-GALACTOSAMINYLTRANSFERASE 2", B4GALNT2
469,111740,"BLOOD GROUP, Ss", Ss
470,111750,BLOOD GROUP--SCIANNA SYSTEM, SC
471,111800,BLOOD GROUP--STOLTZFUS SYSTEM, Sf
472,112000,BLOOD GROUP--Ul SYSTEM, UL
473,112010,BLOOD GROUP--WALDNER TYPE, WD
474,112050,BLOOD GROUP--WRIGHT ANTIGEN, WR
475,112100,YT BLOOD GROUP ANTIGEN,
476,112200,BLUE RUBBER BLEB NEVUS,
477,112203,CD80 ANTIGEN, CD80
478,112205,CD79A ANTIGEN, CD79A
479,112210,"MEMBRANE-SPANNING 4 DOMAINS, SUBFAMILY A, MEMBER 1", MS4A1
480,112240,COLE-CARPENTER SYNDROME 1, CLCRP1
481,112250,DIAPHYSEAL MEDULLARY STENOSIS WITH MALIGNANT FIBROUS HISTIOCYTOMA, DMSMFH
482,112260,"GAMMA-CARBOXYGLUTAMIC ACID PROTEIN, BONE", BGLAP
483,112261,BONE MORPHOGENETIC PROTEIN 2, BMP2
484,112262,BONE MORPHOGENETIC PROTEIN 4, BMP4
485,112263,BONE MORPHOGENETIC PROTEIN 3, BMP3
486,112264,BONE MORPHOGENETIC PROTEIN 1, BMP1
487,112265,BONE MORPHOGENETIC PROTEIN 5, BMP5
488,112266,BONE MORPHOGENETIC PROTEIN 6, BMP6
489,112267,BONE MORPHOGENETIC PROTEIN 7, BMP7
490,112270,"BONE PAIN, PERIODIC",
491,112300,BOOK SYNDROME,
492,112310,BOOMERANG DYSPLASIA, BOOMD
493,112350,WEISMANN-NETTER SYNDROME, WNS
494,112370,"BRACHMANN-DE LANGE-LIKE FACIAL CHANGES WITH MICROCEPHALY, METATARSUS ADDUCTUS, AND DEVELOPMENTAL DELAY",
495,112410,HYPERTENSION AND BRACHYDACTYLY SYNDROME, HTNB
496,112430,LONG-THUMB BRACHYDACTYLY SYNDROME,
497,112440,"BRACHYDACTYLY, COMBINED B AND E TYPES",
498,112450,"BRACHYDACTYLY, PREAXIAL, WITH HALLUX VARUS AND THUMB ABDUCTION",
499,112500,"BRACHYDACTYLY, TYPE A1", BDA1
500,112600,"BRACHYDACTYLY, TYPE A2", BDA2
501,112700,"BRACHYDACTYLY, TYPE A3", BDA3
502,112800,"BRACHYDACTYLY, TYPE A4", BDA4
503,112900,"BRACHYDACTYLY, TYPE A4",
504,112910,OSEBOLD-REMONDINI SYNDROME,
505,113000,"BRACHYDACTYLY, TYPE B1", BDB1
506,113100,"BRACHYDACTYLY, TYPE C", BDC
507,113200,"BRACHYDACTYLY, TYPE D", BDD
508,113300,"BRACHYDACTYLY, TYPE E1", BDE1
509,113301,"BRACHYDACTYLY, TYPE E, WITH ATRIAL SEPTAL DEFECT, TYPE II",
510,113310,BRACHYDACTYLY-ECTRODACTYLY WITH FIBULAR APLASIA OR HYPOPLASIA,
511,113400,BRACHYDACTYLY-NYSTAGMUS-CEREBELLAR ATAXIA,
512,113450,BRACHYDACTYLY-DISTAL SYMPHALANGISM SYNDROME,
513,113470,BRACHYMESOMELIA-RENAL SYNDROME,
514,113475,BRACHYMETATARSUS IV,
515,113477,BRACHYMORPHISM-ONYCHODYSPLASIA-DYSPHALANGISM SYNDROME,
516,113480,BRACHYTELEPHALANGY WITH CHARACTERISTIC FACIES AND KALLMANN SYNDROME,
517,113500,BRACHYOLMIA TYPE 3, BCYM3
518,113503,BRADYKININ RECEPTOR B2, BDKRB2
519,113505,BRAIN-DERIVED NEUROTROPHIC FACTOR, BDNF
520,113508,"TYROSINE 3-MONOOXYGENASE/TRYPTOPHAN 5-MONOOXYGENASE ACTIVATION PROTEIN, ETA ISOFORM", YWHAH
521,113510,BRAIN-SPECIFIC PROTEIN Pc-1,
522,113520,BRANCHED-CHAIN AMINOTRANSFERASE 1, BCAT1
523,113530,BRANCHED-CHAIN AMINOTRANSFERASE 2, BCAT2
524,113600,BRANCHIAL CLEFT ANOMALIES,
525,113610,BRANCHIAL MYOCLONUS WITH SPASTIC PARAPARESIS AND CEREBELLAR ATAXIA,
526,113620,BRANCHIOOCULOFACIAL SYNDROME, BOFS
527,113630,BCR ACTIVATOR OF RhoGEF AND GTPase,
528,113640,BCR ACTIVATOR OF RhoGEF AND GTPase,
529,113650,BRANCHIOOTORENAL SYNDROME 1, BOR1
530,113660,BCR ACTIVATOR OF RhoGEF AND GTPase,
531,113670,"HYPERTROPHY OF THE BREAST, JUVENILE", JHB
532,113700,"BREASTS AND/OR NIPPLES, APLASIA OR HYPOPLASIA OF, 1", BNAH1
533,113703,RIBOSOMAL PROTEIN L13, RPL13
534,113705,BRCA1 DNA REPAIR-ASSOCIATED PROTEIN, BRCA1
535,113710,TREFOIL FACTOR 1, TFF1
536,113720,"MUCIN 1, CELL SURFACE ASSOCIATED",
537,113721,BREAST CANCER-RELATED REGULATOR OF TP53,
538,113725,"POU DOMAIN, CLASS 4, TRANSCRIPTION FACTOR 2", POU4F2
539,113730,UNCOUPLING PROTEIN 1, UCP1
540,113750,"ALBINISM, OCULOCUTANEOUS, TYPE VI", OCA6
541,113800,EPIDERMOLYTIC HYPERKERATOSIS 1, EHK1
542,113810,DYSTONIN, DST
543,113811,"COLLAGEN, TYPE XVII, ALPHA-1", COL17A1
544,113900,"PROGRESSIVE FAMILIAL HEART BLOCK, TYPE IA", PFHB1A
545,113950,"BUNDLE BRANCH BLOCK, FAMILIAL ISOLATED COMPLETE RIGHT",
546,113955,"BUNGAROTOXIN, ALPHA, RECEPTOR FOR", BGTXR
547,113960,BUTYRYLESTERASE 1,
548,113970,BURKITT LYMPHOMA, BL
549,113995,COMPLEMENT COMPONENT 5a RECEPTOR 1, C5AR1
550,114000,CAFFEY DISEASE, CAFYD
551,114010,CARBAMOYL PHOSPHATE SYNTHETASE/ASPARTATE TRANSCARBAMYLASE/DIHYDROOROTASE, CAD
552,114019,CADHERIN 15, CDH15
553,114020,CADHERIN 2, CDH2
554,114021,CADHERIN 3, CDH3
555,114025,"CATENIN, ALPHA-2", CTNNA2
556,114030,"CAFE-AU-LAIT SPOTS, MULTIPLE",
557,114050,CALBINDIN 1, CALB1
558,114051,CALBINDIN 2, CALB2
559,114065,"CALCIFIC AORTIC DISEASE WITH IMMUNOLOGIC ABNORMALITIES, FAMILIAL",
560,114070,ANNEXIN A6, ANXA6
561,114078,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE II-ALPHA, CAMK2A
562,114080,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE IV, CAMK4
563,114085,S100 CALCIUM-BINDING PROTEIN A10, S100A10
564,114090,CALPASTATIN, CAST
565,114100,"BASAL GANGLIA CALCIFICATION, IDIOPATHIC, CHILDHOOD-ONSET",
566,114105,"PROTEIN PHOSPHATASE 3, CATALYTIC SUBUNIT, ALPHA ISOFORM", PPP3CA
567,114106,"PROTEIN PHOSPHATASE 3, CATALYTIC SUBUNIT, BETA ISOFORM", PPP3CB
568,114107,"PROTEIN PHOSPHATASE 3, CATALYTIC SUBUNIT, GAMMA ISOFORM", PPP3CC
569,114110,S100 CALCIUM-BINDING PROTEIN A6, S100A6
570,114120,"TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 1",
571,114130,"CALCITONIN/CALCITONIN-RELATED POLYPEPTIDE, ALPHA", CALCA
572,114131,CALCITONIN RECEPTOR, CALCR
573,114140,"CALLOSITIES, HEREDITARY PAINFUL",
574,114150,CAMPTOBRACHYDACTYLY,
575,114160,"CALCITONIN-RELATED POLYPEPTIDE, BETA", CALCB
576,114170,"CALPAIN, SMALL SUBUNIT 1", CAPNS1
577,114180,CALMODULIN 1, CALM1
578,114181,CALMODULIN 1,
579,114182,CALMODULIN 2, CALM2
580,114183,CALMODULIN 3, CALM3
581,114184,CALMODULIN-LIKE 3, CALML3
582,114190,CALCITONIN RECEPTOR-LIKE RECEPTOR, CALCRL
583,114200,CAMPTODACTYLY 1, CAMPD1
584,114204,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, ALPHA-2/DELTA SUBUNIT 1", CACNA2D1
585,114205,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, L TYPE, ALPHA-1C SUBUNIT", CACNA1C
586,114206,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, L TYPE, ALPHA-1D SUBUNIT", CACNA1D
587,114207,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, BETA-1 SUBUNIT", CACNB1
588,114208,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, L TYPE, ALPHA-1S SUBUNIT", CACNA1S
589,114209,"CALCIUM CHANNEL, VOLTAGE-DEPENDENT, GAMMA-1 SUBUNIT", CACNG1
590,114210,S100 CALCIUM-BINDING PROTEIN A4, S100A4
591,114212,CALCYPHOSINE, CAPS
592,114213,CALDESMON 1, CALD1
593,114217,CALNEXIN, CANX
594,114220,CALPAIN 1, CAPN1
595,114230,CALPAIN 2, CAPN2
596,114240,CALPAIN 3, CAPN3
597,114250,CALSEQUESTRIN 1, CASQ1
598,114251,CALSEQUESTRIN 2, CASQ2
599,114260,CENTRIN 2,
600,114280,CAMPATH-1 ANTIGEN, CDW52
601,114290,CAMPOMELIC DYSPLASIA, CMPD
602,114300,"ARTHROGRYPOSIS, DISTAL, TYPE 3", DA3
603,114350,"NUCLEOPORIN, 214-KD", NUP214
604,114400,LYNCH SYNDROME 1,
605,114450,"CANCER, FAMILIAL, WITH IN VITRO RADIORESISTANCE",
606,114480,BREAST CANCER,
607,114500,COLORECTAL CANCER, CRC
608,114550,HEPATOCELLULAR CARCINOMA,
609,114580,"CANDIDIASIS, FAMILIAL, 1", CANDF1
610,114600,"CANINE TEETH, ABSENCE OF UPPER PERMANENT",
611,114610,CANNABINOID RECEPTOR 1, CNR1
612,114620,CRANIOFACIOFRONTODIGITAL SYNDROME,
613,114650,CAR FACTOR DEFICIENCY,
614,114700,CARABELLI ANOMALY OF MAXILLARY MOLAR TEETH,
615,114750,CARBONIC ANHYDRASE III, CA3
616,114760,CARBONIC ANHYDRASE IV, CA4
617,114761,CARBONIC ANHYDRASE VA, CA5A
618,114770,CARBONIC ANHYDRASE VII, CA7
619,114780,CARBONIC ANHYDRASE VI, CA6
620,114800,CARBONIC ANHYDRASE I, CA1
621,114815,CARBONIC ANHYDRASE VIII, CA8
622,114830,CARBONYL REDUCTASE 1, CBR1
623,114835,CARBOXYLESTERASE 1, CES1
624,114836,CARBOXYLESTERASE 1,
625,114840,CARBOXYL-ESTER LIPASE, CEL
626,114841,CARBOXYL-ESTER LIPASE,
627,114850,CARBOXYPEPTIDASE A1, CPA1
628,114851,"CARBOXYPEPTIDASE A3, MAST CELL", CPA3
629,114852,"CARBOXYPEPTIDASE B1, TISSUE", CPB1
630,114855,CARBOXYPEPTIDASE E, CPE
631,114860,CARBOXYPEPTIDASE M, CPM
632,114890,CEA CELL ADHESION MOLECULE 5, CEACAM5
633,114900,"CARCINOID TUMORS, INTESTINAL",
634,115000,VENTRICULAR ARRHYTHMIAS DUE TO CARDIAC RYANODINE RECEPTOR CALCIUM RELEASE DEFICIENCY SYNDROME, VACRDS
635,115080,CARDIAC CONDUCTION DEFECT,
636,115150,CARDIOFACIOCUTANEOUS SYNDROME 1, CFC1
637,115195,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 2", CMH2
638,115196,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 3", CMH3
639,115197,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 4", CMH4
640,115198,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1",
641,115200,"CARDIOMYOPATHY, DILATED, 1A", CMD1A
642,115210,"CARDIOMYOPATHY, FAMILIAL RESTRICTIVE, 1", RCM1
643,115250,"COLLAGENOMA, FAMILIAL CUTANEOUS",
644,115300,"HYPERCAROTENEMIA AND VITAMIN A DEFICIENCY, AUTOSOMAL DOMINANT", HCVAD
645,115310,PHEOCHROMOCYTOMA/PARAGANGLIOMA SYNDROME 4, PPGL4
646,115400,CARPAL DISPLACEMENT,
647,115430,CARPAL TUNNEL SYNDROME 1, CTS1
648,115435,HYALURONAN AND PROTEOGLYCAN LINK PROTEIN 1, HAPLN1
649,115437,MATRILIN 1, MATN1
650,115440,"CASEIN KINASE II, ALPHA-1", CSNK2A1
651,115441,"CASEIN KINASE II, BETA", CSNK2B
652,115442,"CASEIN KINASE II, ALPHA-2", CSNK2A2
653,115450,"CASEIN, ALPHA", CSN1
654,115460,"CASEIN, BETA", CSN2
655,115470,CAT EYE SYNDROME, CES
656,115500,CATALASE, CAT
657,115501,TYROSINASE-RELATED PROTEIN 1, TYRP1
658,115645,"CATARACT, ABERRANT ORAL FRENULA, AND GROWTH RETARDATION",
659,115650,"CATARACT 32, MULTIPLE TYPES", CTRCT32
660,115660,CATARACT 7, CTRCT7
661,115665,"CATARACT 8, MULTIPLE TYPES", CTRCT8
662,115700,"CATARACT 4, MULTIPLE TYPES", CTRCT4
663,115800,CATARACT 29, CTRCT29
664,115900,CATARACT 42, CTRCT42
665,116100,"CATARACT 20, MULTIPLE TYPES", CTRCT20
666,116150,"CATARACT 1, MULTIPLE TYPES",
667,116200,"CATARACT 1, MULTIPLE TYPES", CTRCT1
668,116300,"CATARACT 30, MULTIPLE TYPES", CTRCT30
669,116400,CATARACT 41, CTRCT41
670,116600,"CATARACT 6, MULTIPLE TYPES", CTRCT6
671,116700,CATARACT 13 WITH ADULT i PHENOTYPE, CTRCT13
672,116790,CATECHOL-O-METHYLTRANSFERASE, COMT
673,116800,"CATARACT 5, MULTIPLE TYPES", CTRCT5
674,116805,"CATENIN, ALPHA-1", CTNNA1
675,116806,"CATENIN, BETA-1", CTNNB1
676,116810,CATHEPSIN B, CTSB
677,116820,CATHEPSIN H, CTSH
678,116830,CATHEPSIN G, CTSG
679,116831,GRANZYME H, GZMH
680,116840,CATHEPSIN D, CTSD
681,116845,CATHEPSIN S, CTSS
682,116850,CATATRICHY,
683,116860,CEREBRAL CAVERNOUS MALFORMATIONS, CCM
684,116870,CELIAC ARTERY STENOSIS FROM COMPRESSION BY MEDIAN ARCUATE LIGAMENT OF DIAPHRAGM,
685,116880,CATHEPSIN L, CTSL
686,116890,CATHEPSIN E, CTSE
687,116896,CUT-LIKE HOMEOBOX 1, CUX1
688,116897,"CCAAT/ENHANCER-BINDING PROTEIN, ALPHA", CEBPA
689,116898,"CCAAT/ENHANCER-BINDING PROTEIN, DELTA", CEBPD
690,116899,CYCLIN-DEPENDENT KINASE INHIBITOR 1A, CDKN1A
691,116900,CDC28 PROTEIN KINASE 1B, CKS1B
692,116901,CDC2-ASSOCIATED PROTEIN CKS2, CKS2
693,116920,"LEUKOCYTE ADHESION DEFICIENCY, TYPE I", LAD1
694,116930,"CELL ADHESION MOLECULE, NEURAL, 1", NCAM1
695,116935,"SPG7 MATRIX AAA PEPTIDASE SUBUNIT, PARAPLEGIN",
696,116940,CYCLIN-DEPENDENT KINASE 1, CDK1
697,116945,MINICHROMOSOME MAINTENANCE COMPLEX COMPONENT 2, MCM2
698,116946,CELL DIVISION CYCLE 27, CDC27
699,116947,CELL DIVISION CYCLE 25A, CDC25A
700,116948,"CELL DIVISION CYCLE 34, UBIQUITIN-CONJUGATING ENZYME", CDC34
701,116949,CELL DIVISION CYCLE 25B, CDC25B
702,116950,TEMPERATURE-SENSITIVE AF8 COMPLEMENT, AF8T
703,116951,CYCLIN-DEPENDENT KINASE 11A, CDK11A
704,116952,CELL DIVISION CYCLE 42, CDC42
705,116953,CYCLIN-DEPENDENT KINASE 2, CDK2
706,116954,CD46 ANTIGEN,
707,116955,CCHC-TYPE ZINC FINGER NUCLEIC ACID-BINDING PROTEIN, CNBP
708,116957,RB TRANSCRIPTIONAL COREPRESSOR-LIKE 1, RBL1
709,116960,"MORTALITY FACTOR 4, PSEUDOGENE", MORF4
710,117000,"CONGENITAL MYOPATHY 1A, AUTOSOMAL DOMINANT, WITH SUSCEPTIBILITY TO MALIGNANT HYPERTHERMIA", CMYO1A
711,117100,CENTRALOPATHIC EPILEPSY,
712,117139,CENTROMERIC PROTEIN A, CENPA
713,117140,CENTROMERIC PROTEIN B, CENPB
714,117141,CENTROMERIC PROTEIN C1, CENPC1
715,117142,CENTROMERIC PROTEIN B,
716,117143,CENTROMERIC PROTEIN E, CENPE
717,117200,TITLE NOT AVAILABLE AT THIS MOMENT,
718,117210,SPINOCEREBELLAR ATAXIA 31, SCA31
719,117300,"CEREBRAL AMYLOID ANGIOPATHY, ITM2B-RELATED, 2",
720,117340,CEREBELLAR DEGENERATION-RELATED AUTOANTIGEN 2, CDR2
721,117350,SPINOCEREBELLAR ATAXIA 2,
722,117360,SPINOCEREBELLAR ATAXIA 29, SCA29
723,117400,SPINOCEREBELLAR ATAXIA 1,
724,117550,SOTOS SYNDROME, SOTOS
725,117600,CEREBRAL SARCOMA,
726,117650,CEREBROCOSTOMANDIBULAR SYNDROME, CCMS
727,117700,CERULOPLASMIN, CP
728,117800,"APOCRINE GLAND SECRETION, VARIATION IN",
729,117850,CERVICAL HYPERTRICHOSIS WITH UNDERLYING KYPHOSCOLIOSIS,
730,117900,CERVICAL RIB,
731,118000,CERVICAL VERTEBRAL BRIDGE,
732,118005,CERVICAL VERTEBRAL DYSPLASIA,
733,118100,"KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMINANT", KFS1
734,118150,AQUAPORIN 1,
735,118190,HEAT-SHOCK 60-KD PROTEIN 1, HSPD1
736,118200,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1B", CMT1B
737,118210,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A1", CMT2A1
738,118220,"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1A", CMT1A
739,118230,"CHARCOT-MARIE-TOOTH DISEASE, GUADALAJARA NEURONAL TYPE",
740,118300,CHARCOT-MARIE-TOOTH DISEASE AND DEAFNESS,
741,118301,CHARCOT-MARIE-TOOTH DISEASE WITH PTOSIS AND PARKINSONISM,
742,118330,CHEILITIS GLANDULARIS,
743,118350,"CHEMODECTOMA, INTRAABDOMINAL, WITH CUTANEOUS ANGIOLIPOMAS",
744,118400,CHERUBISM,
745,118420,CHIARI MALFORMATION TYPE I,
746,118423,CHIMERIN 1, CHN1
747,118425,"CHLORIDE CHANNEL 1, SKELETAL MUSCLE", CLCN1
748,118430,CHLORPROPAMIDE-ALCOHOL FLUSHING, CPAF
749,118440,CHOLECYSTOKININ, CCK
750,118444,CHOLECYSTOKININ A RECEPTOR, CCKAR
751,118445,CHOLECYSTOKININ B RECEPTOR, CCKBR
752,118450,ALAGILLE SYNDROME 1, ALGS1
753,118455,"CYTOCHROME P450, SUBFAMILY VIIA, POLYPEPTIDE 1", CYP7A1
754,118457,CHOLESTEROL CRYSTALLIZATION INHIBITOR, CCI
755,118470,"CHOLESTERYL ESTER TRANSFER PROTEIN, PLASMA", CETP
756,118480,FARNESYL DIPHOSPHATE SYNTHASE,
757,118485,"CYTOCHROME P450, SUBFAMILY XIA, POLYPEPTIDE 1", CYP11A1
758,118490,CHOLINE ACETYLTRANSFERASE, CHAT
759,118491,"CHOLINE KINASE, ALPHA", CHKA
760,118493,"CHOLINERGIC RECEPTOR, MUSCARINIC, 2", CHRM2
761,118494,"CHOLINERGIC RECEPTOR, MUSCARINIC, 3", CHRM3
762,118495,"CHOLINERGIC RECEPTOR, MUSCARINIC, 4", CHRM4
763,118496,"CHOLINERGIC RECEPTOR, MUSCARINIC, 5", CHRM5
764,118502,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 2", CHRNA2
765,118503,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 3", CHRNA3
766,118504,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 4", CHRNA4
767,118505,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 5", CHRNA5
768,118507,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, BETA POLYPEPTIDE 2", CHRNB2
769,118508,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, BETA POLYPEPTIDE 3", CHRNB3
770,118509,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, BETA POLYPEPTIDE 4", CHRNB4
771,118510,"CHOLINERGIC RECEPTOR, MUSCARINIC, 1", CHRM1
772,118511,"CHOLINERGIC RECEPTOR, NEURONAL NICOTINIC, ALPHA POLYPEPTIDE 7", CHRNA7
773,118600,CHONDROCALCINOSIS 2, CCAL2
774,118610,CHONDROCALCINOSIS DUE TO APATITE CRYSTAL DEPOSITION,
775,118650,"CHONDRODYSPLASIA PUNCTATA, AUTOSOMAL DOMINANT",
776,118651,"CHONDRODYSPLASIA PUNCTATA, TIBIA-METACARPAL TYPE",
777,118661,VERSICAN, VCAN
778,118670,CHONDRONECTIN,
779,118700,"CHOREA, BENIGN HEREDITARY", BHC
780,118750,"CHOREOATHETOSIS, FAMILIAL INVERTED",
781,118800,PAROXYSMAL NONKINESIGENIC DYSKINESIA 1, PNKD1
782,118820,CHORIONIC SOMATOMAMMOTROPIN HORMONE 2, CSH2
783,118825,CHM-LIKE, CHML
784,118830,"CHYLOMICRONEMIA, FAMILIAL, DUE TO CIRCULATING INHIBITOR OF LIPOPROTEIN LIPASE",
785,118840,CHROMATE RESISTANCE, CHR
786,118850,"CHORIONIC GONADOTROPIN, ALPHA CHAIN", CGA
787,118860,"CHORIONIC GONADOTROPIN, BETA CHAIN", CGB
788,118865,"CHOROIDAL OSTEOMA, BILATERAL",
789,118870,"CHROMOSOMAL PROTEIN, NONHISTONE 1", NHCP1
790,118880,"CHROMOSOMAL PROTEIN, NONHISTONE 2", NHCP2
791,118888,CHYMOTRYPSIN-LIKE PROTEASE, CTRL
792,118890,CHYMOTRYPSINOGEN B1, CTRB1
793,118900,"CIRRHOSIS, FAMILIAL",
794,118910,CHROMOGRANIN A, CHGA
795,118920,CHROMOGRANIN B, CHGB
796,118930,SECRETOGRANIN II, SCG2
797,118938,CHYMASE 1, CMA1
798,118940,CHYMASE 1,
799,118943,CHYMOSIN PSEUDOGENE, CYMP
800,118945,CILIARY NEUROTROPHIC FACTOR, CNTF
801,118946,CILIARY NEUROTROPHIC FACTOR RECEPTOR, CNTFR
802,118950,CITRATE SYNTHASE, CS
803,118953,"SECRETOGLOBIN, FAMILY 1A, MEMBER 1",
804,118955,"CLATHRIN, HEAVY POLYPEPTIDE", CLTC
805,118960,"CLATHRIN, LIGHT POLYPEPTIDE A", CLTA
806,118970,"CLATHRIN, LIGHT POLYPEPTIDE B", CLTB
807,118980,"CLAVICLE, PSEUDARTHROSIS OF, CONGENITAL",
808,118990,ITPR-INTERACTING DOMAIN-CONTAINING PROTEIN 2, ITPRID2
809,119000,CLEFT CHIN,
810,119100,SPLIT-HAND/FOOT MALFORMATION WITH LONG BONE DEFICIENCY 1, SHFLD1
811,119300,VAN DER WOUDE SYNDROME 1, VWS1
812,119500,POPLITEAL PTERYGIUM SYNDROME, PPS
813,119530,OROFACIAL CLEFT 1, OFC1
814,119540,"CLEFT PALATE, ISOLATED", CPI
815,119550,SYNGNATHIA,
816,119570,CLEFT SOFT PALATE,
817,119580,BLEPHAROCHEILODONTIC SYNDROME 1, BCDS1
818,119600,CLEIDOCRANIAL DYSPLASIA 1, CLCD1
